Year,Month,Day,Wday,Ho,BHo,Weather,Event_fl,Event_n,Y
2016,6,15,3,0,0,3,1,10800,74.04
2016,6,16,4,0,0,2,0,0,75.94
2016,6,17,5,0,0,2,0,0,78.48
2016,6,18,6,0,0,3,0,0,55.47
2016,6,19,7,0,0,3,1,16300,76.41
2016,6,20,1,0,0,2,0,0,70.57
2016,6,21,2,0,0,3,1,49200,89.79
2016,6,22,3,0,0,2,1,8100,61.6
2016,6,23,4,0,0,2,1,38200,97.83
2016,6,24,5,0,0,1,1,37300,105.18
2016,6,25,6,0,0,2,0,0,48.76
2016,6,26,7,0,0,1,0,0,57.89
2016,6,27,1,0,0,1,1,20200,87.79
2016,6,28,2,0,0,2,0,0,63.81
2016,6,29,3,0,0,3,1,16400,79.83
2016,6,30,4,0,0,2,0,0,79.32
2016,7,1,5,0,0,3,1,12400,78.76
2016,7,2,6,0,0,2,0,0,45.04
2016,7,3,7,0,0,3,0,0,51.2
2016,7,4,1,0,0,2,0,0,74.78
2016,7,5,2,0,0,1,0,0,66.33
2016,7,6,3,0,0,1,0,0,62.06
2016,7,7,4,0,0,2,1,13100,71.28
2016,7,8,5,0,0,1,1,24400,97.83
2016,7,9,6,0,0,2,0,0,59.1
2016,7,10,7,0,0,1,0,0,56.3
2016,7,11,1,0,0,1,1,58900,98.83
2016,7,12,2,0,0,3,1,14900,84.09
2016,7,13,3,0,0,2,1,6900,60.49
2016,7,14,4,0,0,1,0,0,65.49
2016,7,15,5,0,0,3,0,0,74.35
2016,7,16,6,0,0,3,1,10500,51.71
2016,7,17,7,0,0,3,0,0,62.46
2016,7,18,1,1,0,1,0,0,62.59
2016,7,19,2,0,0,1,0,0,67.19
2016,7,20,3,0,0,3,1,19200,79.73
2016,7,21,4,0,0,3,1,13500,79.37
2016,7,22,5,0,0,4,0,0,91.49
2016,7,23,6,0,0,3,0,0,58.49
2016,7,24,7,0,0,1,1,14700,76.17
2016,7,25,1,0,0,3,0,0,82.01
2016,7,26,2,0,0,2,0,0,63.09
2016,7,27,3,0,0,2,0,0,51.66
2016,7,28,4,0,0,1,0,0,56.94
2016,7,29,5,0,0,3,0,0,79.99
2016,7,30,6,0,0,1,0,0,49.54
2016,7,31,7,0,0,2,0,0,56.99
2016,8,1,1,0,0,3,1,14700,91.71
2016,8,2,2,0,0,1,0,0,71.24
2016,8,3,3,0,0,1,1,7000,66.14
2016,8,4,4,0,0,3,0,0,76.6
2016,8,5,5,0,0,1,0,0,71.93
2016,8,6,6,0,0,1,1,14700,68.19
2016,8,7,7,0,0,1,1,27700,72.4
2016,8,8,1,0,0,3,0,0,65.76
2016,8,9,2,0,0,4,1,25200,86.36
2016,8,10,3,0,1,1,1,23000,68.88
2016,8,11,4,1,0,1,1,12800,52.76
2016,8,12,5,0,0,2,0,0,77.38
2016,8,13,6,0,0,1,0,0,57.3
2016,8,14,7,0,0,1,0,0,59.1
2016,8,15,1,0,0,1,0,0,85.13
2016,8,16,2,0,0,3,1,14500,91.35
2016,8,17,3,0,0,1,1,7800,50.92
2016,8,18,4,0,0,2,1,15800,85.91
2016,8,19,5,0,0,1,0,0,70.41
2016,8,20,6,0,0,2,0,0,56.93
2016,8,21,7,0,0,1,0,0,59.55
2016,8,22,1,0,0,1,0,0,81.62
2016,8,23,2,0,0,2,0,0,73.05
2016,8,24,3,0,0,3,0,0,68.47
2016,8,25,4,0,0,3,1,19200,81.22
2016,8,26,5,0,0,1,0,0,57.79
2016,8,27,6,0,0,3,1,47000,71.68
2016,8,28,7,0,0,1,0,0,50.36
2016,8,29,1,0,0,1,1,30400,100.27
2016,8,30,2,0,0,3,0,0,62.89
2016,8,31,3,0,0,3,1,12100,70.22
2016,9,1,4,0,0,1,0,0,68.51
2016,9,2,5,0,0,2,1,20400,104.64
2016,9,3,6,0,0,1,0,0,43.47
2016,9,4,7,0,0,1,1,8100,59.02
2016,9,5,1,0,0,3,1,28200,115.32
2016,9,6,2,0,0,1,1,29900,95.55
2016,9,7,3,0,0,3,0,0,67.46
2016,9,8,4,0,0,1,0,0,78.52
2016,9,9,5,0,0,1,0,0,67.74
2016,9,10,6,0,0,1,0,0,43.2
2016,9,11,7,0,0,1,0,0,51.78
2016,9,12,1,0,0,3,1,60800,117.23
2016,9,13,2,0,0,3,0,0,78.32
2016,9,14,3,0,0,3,0,0,80.46
2016,9,15,4,0,0,1,0,0,90.51
2016,9,16,5,0,0,4,1,21100,122.99
2016,9,17,6,0,0,3,1,12200,86.57
2016,9,18,7,0,0,1,1,17000,83.21
2016,9,19,1,1,0,3,1,12000,60.84
2016,9,20,2,0,0,2,1,9800,69.48
2016,9,21,3,0,1,2,0,0,62.7
2016,9,22,4,1,0,1,0,0,55.82
2016,9,23,5,0,0,2,0,0,94.11
2016,9,24,6,0,0,1,0,0,81.61
2016,9,25,7,0,0,2,0,0,81.79
2016,9,26,1,0,0,2,0,0,94.41
2016,9,27,2,0,0,2,1,18100,96.43
2016,9,28,3,0,0,1,0,0,58.49
2016,9,29,4,0,0,2,0,0,67.91
2016,9,30,5,0,0,2,0,0,83.22
2016,10,1,6,0,0,3,1,9400,71.36
2016,10,2,7,0,0,1,1,18200,79.81
2016,10,3,1,0,0,1,1,20400,119.76
2016,10,4,2,0,0,3,0,0,89.42
2016,10,5,3,0,0,3,0,0,93.28
2016,10,6,4,0,0,1,1,15800,105.65
2016,10,7,5,0,0,1,1,14500,104.16
2016,10,8,6,0,0,2,0,0,75.55
2016,10,9,7,0,0,3,0,0,84.18
2016,10,10,1,1,0,3,0,0,61.76
2016,10,11,2,0,0,1,0,0,82.31
2016,10,12,3,0,0,1,0,0,76.34
2016,10,13,4,0,0,3,0,0,94.43
2016,10,14,5,0,0,1,0,0,95.01
2016,10,15,6,0,0,1,0,0,61.19
2016,10,16,7,0,0,1,1,11000,91.09
2016,10,17,1,0,0,3,0,0,114.33
2016,10,18,2,0,0,3,0,0,96.32
2016,10,19,3,0,0,4,0,0,98.27
2016,10,20,4,0,0,1,1,8300,104.66
2016,10,21,5,0,0,3,1,27700,143.68
2016,10,22,6,0,0,2,1,16600,87.71
2016,10,23,7,0,0,1,1,27400,113.77
2016,10,24,1,0,0,2,0,0,110.83
2016,10,25,2,0,0,4,0,0,115.38
2016,10,26,3,0,0,2,1,7600,90.3
2016,10,27,4,0,0,1,1,18200,117.41
2016,10,28,5,0,0,1,0,0,90.98
2016,10,29,6,0,0,1,1,24800,96.5
2016,10,30,7,0,0,1,1,16100,88.47
2016,10,31,1,0,0,1,1,14500,104.41
2016,11,1,2,0,0,1,0,0,81.65
2016,11,2,3,0,1,2,0,0,74.05
2016,11,3,4,1,0,1,0,0,67.09
2016,11,4,5,0,0,2,0,0,92.87
2016,11,5,6,0,0,1,0,0,64.31
2016,11,6,7,0,0,1,0,0,87.86
2016,11,7,1,0,0,3,0,0,111.33
2016,11,8,2,0,0,2,1,10100,121.14
2016,11,9,3,0,0,3,0,0,111.98
2016,11,10,4,0,0,4,0,0,115.26
2016,11,11,5,0,0,1,1,58500,133.26
2016,11,12,6,0,0,1,1,26000,85.23
2016,11,13,7,0,0,1,0,0,60.53
2016,11,14,1,0,0,1,0,0,86.08
2016,11,15,2,0,0,1,1,50600,123.7
2016,11,16,3,0,0,1,1,17200,107.87
2016,11,17,4,0,0,1,0,0,102.79
2016,11,18,5,0,0,3,0,0,115.38
2016,11,19,6,0,0,1,1,11100,98.02
2016,11,20,7,0,0,1,0,0,82.45
2016,11,21,1,0,0,1,0,0,106.08
2016,11,22,2,0,1,1,1,6400,92.36
2016,11,23,3,1,0,1,0,0,64.61
2016,11,24,4,0,0,3,0,0,94.43
2016,11,25,5,0,0,1,1,11000,110.14
2016,11,26,6,0,0,1,1,18800,103
2016,11,27,7,0,0,1,0,0,92.17
2016,11,28,1,0,0,1,1,30600,138.69
2016,11,29,2,0,0,2,1,19100,127.34
2016,11,30,3,0,0,1,0,0,86.11
2016,12,1,4,0,0,1,0,0,88.83
2016,12,2,5,0,0,1,1,7900,91.26
2016,12,3,6,0,0,2,1,24800,90.52
2016,12,4,7,0,0,3,1,5900,72.58
2016,12,5,1,0,0,3,1,13100,105.03
2016,12,6,2,0,0,1,0,0,87.55
2016,12,7,3,0,0,1,0,0,82.36
2016,12,8,4,0,0,1,0,0,92.93
2016,12,9,5,0,0,1,0,0,100.45
2016,12,10,6,0,0,1,0,0,79.87
2016,12,11,7,0,0,1,0,0,91.76
2016,12,12,1,0,0,3,1,13500,126.28
2016,12,13,2,0,0,1,0,0,85.83
2016,12,14,3,0,0,1,0,0,68.88
2016,12,15,4,0,0,1,1,4900,73.61
2016,12,16,5,0,0,1,0,0,73.47
2016,12,17,6,0,0,1,1,28900,95.03
2016,12,18,7,0,0,1,0,0,69.76
2016,12,19,1,0,0,1,0,0,89.83
2016,12,20,2,0,0,1,1,11100,85.53
2016,12,21,3,0,0,1,1,13300,98.46
2016,12,22,4,0,1,1,1,38800,119.18
2016,12,23,5,1,0,1,0,0,60.58
2016,12,24,6,0,0,1,0,0,66.83
2016,12,25,7,0,0,1,1,24300,104.11
2016,12,26,1,0,0,1,0,0,76.68
2016,12,27,2,0,0,5,0,0,100.8
2016,12,28,3,0,1,3,1,15300,102.19
2016,12,29,4,1,0,1,0,0,72.8
2016,12,30,5,1,0,1,0,0,76.44
2016,12,31,6,0,0,5,1,22500,112.02
2017,1,1,7,0,0,1,0,0,81.6
2017,1,2,1,1,0,1,0,0,73.85
2017,1,3,2,1,0,1,0,0,73.27
2017,1,4,3,0,0,2,0,0,76.96
2017,1,5,4,0,0,1,0,0,79.58
2017,1,6,5,0,0,3,0,0,94.09
2017,1,7,6,0,0,2,1,21000,100.17
2017,1,8,7,0,0,1,0,0,66.89
2017,1,9,1,1,0,1,0,0,57.42
2017,1,10,2,0,0,1,1,45800,121.73
2017,1,11,3,0,0,1,1,19400,106.62
2017,1,12,4,0,0,1,0,0,79.94
2017,1,13,5,0,0,1,0,0,85.11
2017,1,14,6,0,0,1,1,22400,82.9
2017,1,15,7,0,0,1,0,0,64.24
2017,1,16,1,0,0,2,1,20300,109.54
2017,1,17,2,0,0,1,0,0,75.28
2017,1,18,3,0,0,2,1,13000,99.92
2017,1,19,4,0,0,5,0,0,89.6
2017,1,20,5,0,0,1,1,17400,119.72
2017,1,21,6,0,0,1,0,0,64.04
2017,1,22,7,0,0,1,0,0,73.68
2017,1,23,1,0,0,5,0,0,106.63
2017,1,24,2,0,0,1,0,0,91.92
2017,1,25,3,0,0,5,1,45100,118.97
2017,1,26,4,0,0,1,0,0,77.08
2017,1,27,5,0,0,1,1,9500,82.36
2017,1,28,6,0,0,1,1,17600,82.42
2017,1,29,7,0,0,1,0,0,56.58
2017,1,30,1,0,0,1,0,0,76.75
2017,1,31,2,0,0,1,0,0,88.05
2017,2,1,3,0,0,2,0,0,77.9
2017,2,2,4,0,0,1,0,0,86.51
2017,2,3,5,0,0,1,1,38000,139.78
2017,2,4,6,0,0,1,1,14200,80.26
2017,2,5,7,0,0,5,0,0,82.6
2017,2,6,1,0,0,1,1,8500,86.72
2017,2,7,2,0,0,5,0,0,86.5
2017,2,8,3,0,0,1,0,0,60.67
2017,2,9,4,0,0,1,0,0,70.91
2017,2,10,5,0,0,1,1,9600,90.88
2017,2,11,6,0,0,1,0,0,55.25
2017,2,12,7,0,0,1,0,0,73.49
2017,2,13,1,0,0,1,1,12900,117.24
2017,2,14,2,0,0,3,0,0,88.86
2017,2,15,3,0,0,4,1,9700,98.01
2017,2,16,4,0,0,2,0,0,89.57
2017,2,17,5,0,0,1,0,0,95.85
2017,2,18,6,0,0,1,0,0,69.25
2017,2,19,7,0,0,3,0,0,83.76
2017,2,20,1,0,0,1,1,13900,111.89
2017,2,21,2,0,0,1,0,0,70.6
2017,2,22,3,0,0,1,0,0,70.05
2017,2,23,4,0,0,2,0,0,74.33
2017,2,24,5,0,0,1,0,0,88.55
2017,2,25,6,0,0,1,1,12700,82.77
2017,2,26,7,0,0,1,0,0,76.98
2017,2,27,1,0,0,1,0,0,108.13
2017,2,28,2,0,0,1,1,14600,122.74
2017,3,1,3,0,0,2,1,21100,135.51
2017,3,2,4,0,0,3,0,0,101.59
2017,3,3,5,0,0,1,0,0,90.91
2017,3,4,6,0,0,3,0,0,73.73
2017,3,5,7,0,0,1,1,24100,109.65
2017,3,6,1,0,0,4,1,46200,153.93
2017,3,7,2,0,0,2,0,0,93.45
2017,3,8,3,0,0,1,0,0,79.39
2017,3,9,4,0,0,1,1,15700,114.65
2017,3,10,5,0,0,1,0,0,91.79
2017,3,11,6,0,0,1,1,13400,80.32
2017,3,12,7,0,0,1,0,0,60.35
2017,3,13,1,0,0,3,0,0,94.18
2017,3,14,2,0,0,1,0,0,84.52
2017,3,15,3,0,0,5,0,0,88.57
2017,3,16,4,0,0,3,0,0,100.6
2017,3,17,5,0,0,3,0,0,102.09
2017,3,18,6,0,0,1,1,40700,114.47
2017,3,19,7,0,0,1,0,0,67.36
2017,3,20,1,1,0,1,1,47000,115.62
2017,3,21,2,0,0,1,1,16800,115.76
2017,3,22,3,0,0,3,1,13300,110.41
2017,3,23,4,0,0,3,0,0,90.29
2017,3,24,5,0,0,3,0,0,98.43
2017,3,25,6,0,0,1,1,5300,59.48
2017,3,26,7,0,0,1,0,0,67.38
2017,3,27,1,0,0,2,0,0,84.08
2017,3,28,2,0,0,2,0,0,73.73
2017,3,29,3,0,0,1,0,0,76.75
2017,3,30,4,0,0,1,0,0,89.48
2017,3,31,5,0,0,1,1,39200,149.18
2017,4,1,6,0,0,1,1,9800,90.16
2017,4,2,7,0,0,2,1,8200,72.97
2017,4,3,1,0,0,1,0,0,87.76
2017,4,4,2,0,0,1,0,0,83.14
2017,4,5,3,0,0,2,1,107800,108.64
2017,4,6,4,0,0,1,0,0,77.84
2017,4,7,5,0,0,3,0,0,103.52
2017,4,8,6,0,0,3,0,0,78.2
2017,4,9,7,0,0,3,0,0,80.02
2017,4,10,1,0,0,2,0,0,89.53
2017,4,11,2,0,0,3,0,0,86.03
2017,4,12,3,0,0,1,1,18900,105.88
2017,4,13,4,0,0,1,0,0,92
2017,4,14,5,0,0,1,1,16000,121.6
2017,4,15,6,0,0,3,0,0,77.45
2017,4,16,7,0,0,3,1,3000,88.24
2017,4,17,1,0,0,1,0,0,98.66
2017,4,18,2,0,0,3,1,15400,128.32
2017,4,19,3,0,0,2,1,29900,116.97
2017,4,20,4,0,0,3,0,0,83.95
2017,4,21,5,0,0,1,1,21100,117.17
2017,4,22,6,0,0,2,0,0,43.32
2017,4,23,7,0,0,3,0,0,74.3
2017,4,24,1,0,0,1,1,28800,129.35
2017,4,25,2,0,0,1,0,0,84.99
2017,4,26,3,0,0,2,1,55900,127.55
2017,4,27,4,0,0,1,0,0,82.12
2017,4,28,5,0,0,1,1,33700,132.86
2017,4,29,6,0,0,1,1,12000,72
2017,4,30,7,0,0,1,0,0,67.2
2017,5,1,1,0,0,1,0,0,91.51
2017,5,2,2,0,1,1,1,25300,116.16
2017,5,3,3,1,0,1,0,0,58.96
2017,5,4,4,1,0,2,1,14500,84.41
2017,5,5,5,1,0,4,1,11700,85.37
2017,5,6,6,0,0,1,0,0,58.99
2017,5,7,7,0,0,1,0,0,57.79
2017,5,8,1,0,0,3,1,2800,79.4
2017,5,9,2,0,0,1,0,0,76.41
2017,5,10,3,0,0,1,1,10100,80.51
2017,5,11,4,0,0,1,0,0,78.18
2017,5,12,5,0,0,1,0,0,66.2
2017,5,13,6,0,0,1,1,22100,84.96
2017,5,14,7,0,0,2,1,62600,102.13
2017,5,15,1,0,0,3,0,0,83.32
2017,5,16,2,0,0,1,0,0,70.16
2017,5,17,3,0,0,4,0,0,91.39
2017,5,18,4,0,0,1,0,0,75.12
2017,5,19,5,0,0,1,0,0,72.66
2017,5,20,6,0,0,1,0,0,53.61
2017,5,21,7,0,0,1,0,0,49.88
2017,5,22,1,0,0,3,0,0,79.38
2017,5,23,2,0,0,1,1,22300,100.68
2017,5,24,3,0,0,1,0,0,54.25
2017,5,25,4,0,0,2,0,0,65.44
2017,5,26,5,0,0,2,0,0,66.34
2017,5,27,6,0,0,3,1,24000,96.66
2017,5,28,7,0,0,2,0,0,67.71
2017,5,29,1,0,0,1,1,9000,87.92
2017,5,30,2,0,0,1,0,0,77.8
2017,5,31,3,0,0,3,0,0,81.65
2017,6,1,4,0,0,1,1,18100,109.57
2017,6,2,5,0,0,3,0,0,82.57
2017,6,3,6,0,0,3,1,4500,56.9
2017,6,4,7,0,0,3,0,0,58.45
2017,6,5,1,0,0,1,0,0,75.28
2017,6,6,2,0,0,2,0,0,72.11
2017,6,7,3,0,0,1,0,0,69.3
2017,6,8,4,0,0,2,0,0,79.23
2017,6,9,5,0,0,3,1,22100,131.41
2017,6,10,6,0,0,2,1,25200,93.21
2017,6,11,7,0,0,3,0,0,65.89
2017,6,12,1,0,0,4,1,18400,137.66
2017,6,13,2,0,0,1,0,0,80.02
2017,6,14,3,0,0,2,1,25200,118.35
2017,6,15,4,0,0,3,1,19800,124.18
2017,6,16,5,0,0,2,0,0,84.68
2017,6,17,6,0,0,2,1,26200,92.01
2017,6,18,7,0,0,3,0,0,56.1
2017,6,19,1,0,0,3,1,51200,125.14
2017,6,20,2,0,0,2,0,0,76.38
2017,6,21,3,0,0,3,1,32600,128.34
2017,6,22,4,0,0,2,0,0,97.72
2017,6,23,5,0,0,2,0,0,98.17
2017,6,24,6,0,0,1,1,16700,100.46
2017,6,25,7,0,0,2,0,0,69.87
2017,6,26,1,0,0,1,1,8200,81.04
2017,6,27,2,0,0,1,0,0,65.9
2017,6,28,3,0,0,2,1,21200,99.17
2017,6,29,4,0,0,3,1,12800,95.58
2017,6,30,5,0,0,2,0,0,80.45
2017,7,1,6,0,0,3,1,41200,111.64
2017,7,2,7,0,0,2,1,6100,71.6
2017,7,3,1,0,0,3,0,0,92.24
2017,7,4,2,0,0,2,0,0,86.4
2017,7,5,3,0,0,1,0,0,78.01
2017,7,6,4,0,0,1,0,0,87.21
2017,7,7,5,0,0,2,1,12700,108.73
2017,7,8,6,0,0,1,0,0,46.28
2017,7,9,7,0,0,2,0,0,59.17
2017,7,10,1,0,0,1,1,21200,126.46
2017,7,11,2,0,0,1,0,0,75.78
2017,7,12,3,0,0,3,0,0,70.01
2017,7,13,4,0,0,2,0,0,67.26
2017,7,14,5,0,0,1,0,0,76.73
2017,7,15,6,0,0,3,1,14900,85.76
2017,7,16,7,0,0,3,1,11300,86.67
2017,7,17,1,1,0,3,0,0,61.17
2017,7,18,2,0,0,1,1,13600,103.4
2017,7,19,3,0,0,1,1,24200,116.21
2017,7,20,4,0,0,3,0,0,89.13
2017,7,21,5,0,0,3,1,28500,139.8
2017,7,22,6,0,0,4,0,0,68.28
2017,7,23,7,0,0,3,1,24600,118.92
2017,7,24,1,0,0,1,0,0,93.15
2017,7,25,2,0,0,3,1,66900,131.75
2017,7,26,3,0,0,2,0,0,76.08
2017,7,27,4,0,0,2,0,0,76.77
2017,7,28,5,0,0,1,1,33800,129.29
2017,7,29,6,0,0,3,1,19600,96.88
2017,7,30,7,0,0,1,0,0,63.88
2017,7,31,1,0,0,2,0,0,82.69
2017,8,1,2,0,0,3,0,0,92.3
2017,8,2,3,0,0,1,0,0,79.7
2017,8,3,4,0,0,1,1,10900,102.05
2017,8,4,5,0,0,3,1,99700,149.13
2017,8,5,6,0,0,1,1,24900,96.24
2017,8,6,7,0,0,1,0,0,65.97
2017,8,7,1,0,0,1,1,10700,89.93
2017,8,8,2,0,0,3,0,0,78.15
2017,8,9,3,0,0,4,0,0,84.07
2017,8,10,4,0,1,1,1,18400,114.48
2017,8,11,5,1,0,1,1,13400,80.65
2017,8,12,6,0,0,2,0,0,68.54
2017,8,13,7,0,0,1,0,0,74.36
2017,8,14,1,0,0,1,0,0,86.89
2017,8,15,2,0,0,1,1,13800,87.57
2017,8,16,3,0,0,3,0,0,79.14
2017,8,17,4,0,0,1,0,0,93.49
